День,Пара,Предмет,Время,Недели,Преподаватель,Здание,Кабинет,Формат
tuesday,order1,Линейная алгебра(Практика),8.20-9.50,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Рванова Алла Сергеевна,Кронверкский пр., д.49, лит.А,2430,Очно - дистанционный
tuesday,order2,Линейная алгебра(Лекция),10.00-11.30,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Рванова Алла Сергеевна,Кронверкский пр., д.49, лит.А,2426,Очно - дистанционный
tuesday,order3,Математический анализ(Практика),13.30-15.00,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Богачев Владимир Александрович,Ломоносова ул., д.9, лит. Б,4307,Очно - дистанционный
Thursday,order1,Россия в истории современных международных отношений(Практика),13.30-15.00,3, 5, 7, 9, 11, 13, 15, 17,Павловский Алексей Федорович,Кронверкский пр., д.49, лит.А,2201,Очно - дистанционный
Thursday,order2,Россия в истории современных международных отношений(Лекция),17.00-18.30,3, 5, 7, 9, 11, 13, 15, 17,Богомазов Николай Иванович,Кронверкский пр., д.49, лит.А,1229,Очно - дистанционный
